Date,Year,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
1/1/2004,2004,4,0,268,0
1/2/2004,2004,4,0,268,0
1/3/2004,2004,4,0,267,0
1/4/2004,2004,4,0,267,0
1/5/2004,2004,4,0,267,0
1/6/2004,2004,4,0,266,0
1/7/2004,2004,4,0,266,0
1/8/2004,2004,4,0,265,0
1/9/2004,2004,4,0,264,0
1/10/2004,2004,4,0,264,0
1/11/2004,2004,4,0,263,0
1/12/2004,2004,4,0,262,0
1/13/2004,2004,4,0,261,0
1/14/2004,2004,4,0,260,0
1/15/2004,2004,4,0,259,0
1/16/2004,2004,3,0,258,0
1/17/2004,2004,3,0,256,0
1/18/2004,2004,3,0,254,0
1/19/2004,2004,3,0,252,0
1/20/2004,2004,3,0,250,0
1/21/2004,2004,3,0,247,0
1/22/2004,2004,3,0,244,0
1/23/2004,2004,3,0,242,0
1/24/2004,2004,3,0,239,0
1/25/2004,2004,3,0,237,0
1/26/2004,2004,3,0,234,0
1/27/2004,2004,4,0,232,0
1/28/2004,2004,5,0,230,0
1/29/2004,2004,5,0,227,0
1/30/2004,2004,5,0,225,0
1/31/2004,2004,5,0,223,0
2/1/2004,2004,5,0,220,0
2/2/2004,2004,5,0,218,0
2/3/2004,2004,5,0,216,0
2/4/2004,2004,5,0,213,0
2/5/2004,2004,5,0,211,0
2/6/2004,2004,5,0,209,0
2/7/2004,2004,5,0,206,0
2/8/2004,2004,5,0,204,0
2/9/2004,2004,5,0,202,0
2/10/2004,2004,5,0,200,0
2/11/2004,2004,5,0,197,0
2/12/2004,2004,4,0,195,0
2/13/2004,2004,4,0,193,0
2/14/2004,2004,4,0,191,0
2/15/2004,2004,4,0,189,0
2/16/2004,2004,4,0,186,0
2/17/2004,2004,4,0,184,0
2/18/2004,2004,4,0,182,0
2/19/2004,2004,5,0,179,0
2/20/2004,2004,5,0,177,0
2/21/2004,2004,5,0,175,0
2/22/2004,2004,5,0,172,0
2/23/2004,2004,5,0,170,0
2/24/2004,2004,5,0,168,0
2/25/2004,2004,5,0,165,0
2/26/2004,2004,5,0,163,0
2/27/2004,2004,5,0,161,0
2/28/2004,2004,5,0,158,0
2/29/2004,2004,5,0,156,0
3/1/2004,2004,4,0,153,0
3/2/2004,2004,4,0,151,0
3/3/2004,2004,4,0,149,0
3/4/2004,2004,4,0,147,0
3/5/2004,2004,4,0,145,0
3/6/2004,2004,4,0,143,0
3/7/2004,2004,4,0,141,0
3/8/2004,2004,4,0,139,0
3/9/2004,2004,7,0,137,0
3/10/2004,2004,11,0,135,0
3/11/2004,2004,14,0,134,0
3/12/2004,2004,15,0,137,0
3/13/2004,2004,16,0,140,0
3/14/2004,2004,18,0,144,0
3/15/2004,2004,21,0,148,0
3/16/2004,2004,23,0,152,0
3/17/2004,2004,25,0,155,0
3/18/2004,2004,26,0,159,0
3/19/2004,2004,24,0,162,0
3/20/2004,2004,21,0,165,0
3/21/2004,2004,17,0,168,0
3/22/2004,2004,13,0,172,0
3/23/2004,2004,10,0,175,0
3/24/2004,2004,9,0,177,0
3/25/2004,2004,10,0,179,0
3/26/2004,2004,10,0,181,0
3/27/2004,2004,10,0,183,0
3/28/2004,2004,9,0,185,0
3/29/2004,2004,9,0,187,0
3/30/2004,2004,8,0,188,0
3/31/2004,2004,8,0,189,0
4/1/2004,2004,8,0,190,0
4/2/2004,2004,8,0,191,0
4/3/2004,2004,8,0,192,0
4/4/2004,2004,8,0,192,0
4/5/2004,2004,7,0,193,0
4/6/2004,2004,6,0,192,0
4/7/2004,2004,5,0,190,0
4/8/2004,2004,6,0,188,0
4/9/2004,2004,7,0,187,0
4/10/2004,2004,8,0,186,0
4/11/2004,2004,8,0,186,0
4/12/2004,2004,7,0,186,0
4/13/2004,2004,6,0,186,0
4/14/2004,2004,6,0,186,0
4/15/2004,2004,6,0,185,0
4/16/2004,2004,5,0,183,0
4/17/2004,2004,5,0,181,0
4/18/2004,2004,5,0,179,0
4/19/2004,2004,5,0,177,0
4/20/2004,2004,5,0,174,0
4/21/2004,2004,5,0,172,0
4/22/2004,2004,4,0,169,0
4/23/2004,2004,4,0,167,0
4/24/2004,2004,4,0,165,0
4/25/2004,2004,4,0,163,0
4/26/2004,2004,4,0,161,0
4/27/2004,2004,4,0,159,0
4/28/2004,2004,4,0,157,0
4/29/2004,2004,4,0,155,0
4/30/2004,2004,4,0,153,0
5/1/2004,2004,4,0,151,0
5/2/2004,2004,3,0,149,0
5/3/2004,2004,3,0,147,0
5/4/2004,2004,5,0,147,0
5/5/2004,2004,7,0,147,0
5/6/2004,2004,9,0,150,0
5/7/2004,2004,8,0,154,0
5/8/2004,2004,7,0,157,0
5/9/2004,2004,5,0,160,0
5/10/2004,2004,5,0,161,0
5/11/2004,2004,4,0,161,0
5/12/2004,2004,4,0,159,0
5/13/2004,2004,4,0,157,0
5/14/2004,2004,4,0,155,0
5/15/2004,2004,4,0,153,0
5/16/2004,2004,4,0,151,0
5/17/2004,2004,6,0,150,0
5/18/2004,2004,7,0,149,0
5/19/2004,2004,8,0,147,0
5/20/2004,2004,8,0,145,0
5/21/2004,2004,8,0,144,0
5/22/2004,2004,8,0,142,0
5/23/2004,2004,8,0,141,0
5/24/2004,2004,8,0,139,0
5/25/2004,2004,8,0,137,0
5/26/2004,2004,8,0,135,0
5/27/2004,2004,7,0,133,0
5/28/2004,2004,5,0,135,0
5/29/2004,2004,4,0,135,0
5/30/2004,2004,4,0,133,0
5/31/2004,2004,4,0,132,0
6/1/2004,2004,5,0,130,0
6/2/2004,2004,5,0,129,0
6/3/2004,2004,5,0,127,0
6/4/2004,2004,5,0,126,0
6/5/2004,2004,5,0,125,0
6/6/2004,2004,5,0,124,0
6/7/2004,2004,5,0,123,0
6/8/2004,2004,5,0,122,0
6/9/2004,2004,6,0,121,0
6/10/2004,2004,6,0,120,0
6/11/2004,2004,7,0,119,0
6/12/2004,2004,7,0,118,0
6/13/2004,2004,7,0,118,0
6/14/2004,2004,7,0,117,0
6/15/2004,2004,7,0,117,0
6/16/2004,2004,7,0,116,0
6/17/2004,2004,7,0,116,0
6/18/2004,2004,7,0,115,0
6/19/2004,2004,7,0,115,0
6/20/2004,2004,7,0,114,0
6/21/2004,2004,6,0,114,0
6/22/2004,2004,6,0,113,0
6/23/2004,2004,6,0,113,0
6/24/2004,2004,6,0,112,0
6/25/2004,2004,6,0,112,0
6/26/2004,2004,6,0,111,0
6/27/2004,2004,6,0,111,0
6/28/2004,2004,6,0,110,0
6/29/2004,2004,6,0,110,0
6/30/2004,2004,6,0,109,0
7/1/2004,2004,5,0,109,0
7/2/2004,2004,5,0,108,0
7/3/2004,2004,5,0,107,0
7/4/2004,2004,6,0,106,0
7/5/2004,2004,6,0,105,0
7/6/2004,2004,6,0,104,0
7/7/2004,2004,6,0,103,0
7/8/2004,2004,6,0,102,0
7/9/2004,2004,6,0,101,0
7/10/2004,2004,6,0,100,0
7/11/2004,2004,6,0,99,0
7/12/2004,2004,6,0,98,0
7/13/2004,2004,6,0,98,0
7/14/2004,2004,6,0,96,0
7/15/2004,2004,5,0,93,0
7/16/2004,2004,5,0,90,0
7/17/2004,2004,5,0,87,0
7/18/2004,2004,5,0,84,0
7/19/2004,2004,5,0,81,0
7/20/2004,2004,5,0,78,0
7/21/2004,2004,5,0,75,0
7/22/2004,2004,5,0,73,0
7/23/2004,2004,5,0,70,0
7/24/2004,2004,4,0,68,0
7/25/2004,2004,4,0,65,0
7/26/2004,2004,4,0,63,0
7/27/2004,2004,4,0,61,0
7/28/2004,2004,4,0,58,0
7/29/2004,2004,4,0,56,0
7/30/2004,2004,4,0,53,0
7/31/2004,2004,4,0,51,0
8/1/2004,2004,4,0,49,0
8/2/2004,2004,3,0,46,0
8/3/2004,2004,3,0,44,0
8/4/2004,2004,3,0,41,0
8/5/2004,2004,3,0,39,0
8/6/2004,2004,3,0,37,0
8/7/2004,2004,3,0,34,0
8/8/2004,2004,3,0,32,0
8/9/2004,2004,3,0,29,0
8/10/2004,2004,3,0,27,0
8/11/2004,2004,3,0,0,0
8/12/2004,2004,3,0,0,0
8/13/2004,2004,3,0,0,0
8/14/2004,2004,3,0,0,0
8/15/2004,2004,3,0,0,0
8/16/2004,2004,3,0,0,0
8/17/2004,2004,3,0,0,0
8/18/2004,2004,2,0,0,0
8/19/2004,2004,2,0,0,0
8/20/2004,2004,2,0,0,0
8/21/2004,2004,2,0,0,0
8/22/2004,2004,2,0,0,0
8/23/2004,2004,2,0,0,0
8/24/2004,2004,2,0,0,0
8/25/2004,2004,2,0,0,0
8/26/2004,2004,2,0,0,0
8/27/2004,2004,2,0,0,0
8/28/2004,2004,2,0,0,0
8/29/2004,2004,1,0,0,0
8/30/2004,2004,1,0,0,0
8/31/2004,2004,1,0,0,0
9/1/2004,2004,1,0,0,0
9/2/2004,2004,1,0,0,0
9/3/2004,2004,1,0,0,0
9/4/2004,2004,1,0,0,0
9/5/2004,2004,1,0,0,0
9/6/2004,2004,2,0,0,0
9/7/2004,2004,2,0,0,0
9/8/2004,2004,2,0,0,0
9/9/2004,2004,2,0,0,0
9/10/2004,2004,3,0,0,0
9/11/2004,2004,3,0,0,0
9/12/2004,2004,2,0,0,0
9/13/2004,2004,2,0,0,0
9/14/2004,2004,2,0,0,0
9/15/2004,2004,2,0,0,0
9/16/2004,2004,2,0,0,0
9/17/2004,2004,2,0,0,0
9/18/2004,2004,2,0,0,0
9/19/2004,2004,2,0,0,0
9/20/2004,2004,3,0,0,0
9/21/2004,2004,5,0,0,0
9/22/2004,2004,5,0,0,0
9/23/2004,2004,7,0,0,0
9/24/2004,2004,8,0,0,0
9/25/2004,2004,9,0,0,0
9/26/2004,2004,10,0,0,0
9/27/2004,2004,11,0,0,0
9/28/2004,2004,12,0,0,0
9/29/2004,2004,12,0,0,0
9/30/2004,2004,14,0,0,0
10/1/2004,2004,14,0,0,0
10/2/2004,2004,15,0,0,0
10/3/2004,2004,17,0,0,0
10/4/2004,2004,18,0,0,0
10/5/2004,2004,18,0,0,0
10/6/2004,2004,19,0,0,0
10/7/2004,2004,19,0,0,0
10/8/2004,2004,19,0,0,0
10/9/2004,2004,19,0,0,0
10/10/2004,2004,18,0,0,0
10/11/2004,2004,19,0,0,0
10/12/2004,2004,19,0,0,0
10/13/2004,2004,19,0,0,0
10/14/2004,2004,19,0,0,0
10/15/2004,2004,19,0,0,0
10/16/2004,2004,19,0,0,0
10/17/2004,2004,19,0,0,0
10/18/2004,2004,20,0,0,0
10/19/2004,2004,20,0,0,0
10/20/2004,2004,21,0,0,0
10/21/2004,2004,21,0,0,0
10/22/2004,2004,22,0,0,0
10/23/2004,2004,23,0,0,0
10/24/2004,2004,23,0,0,0
10/25/2004,2004,23,0,0,0
10/26/2004,2004,25,0,0,0
10/27/2004,2004,28,0,0,0
10/28/2004,2004,30,0,0,0
10/29/2004,2004,33,0,0,0
10/30/2004,2004,37,0,0,33
10/31/2004,2004,45,0,41,59
11/1/2004,2004,50,0,175,72
11/2/2004,2004,52,0,275,78
11/3/2004,2004,54,0,281,78
11/4/2004,2004,57,0,286,78
11/5/2004,2004,58,0,286,78
11/6/2004,2004,64,20,390,101
11/7/2004,2004,75,50,475,170
11/8/2004,2004,93,57,587,250
11/9/2004,2004,109,129,675,284
11/10/2004,2004,120,133,699,292
11/11/2004,2004,128,128,708,292
11/12/2004,2004,131,123,713,292
11/13/2004,2004,146,144,773,437
11/14/2004,2004,174,158,808,491
11/15/2004,2004,185,160,814,502
11/16/2004,2004,192,164,819,502
11/17/2004,2004,196,166,824,502
11/18/2004,2004,197,166,824,502
11/19/2004,2004,198,166,822,502
11/20/2004,2004,199,165,819,502
11/21/2004,2004,199,164,816,502
11/22/2004,2004,199,163,813,502
11/23/2004,2004,199,162,810,502
11/24/2004,2004,199,161,807,501
11/25/2004,2004,198,160,804,500
11/26/2004,2004,199,159,801,499
11/27/2004,2004,217,160,801,499
11/28/2004,2004,225,160,801,498
11/29/2004,2004,247,159,798,496
11/30/2004,2004,284,159,796,495
12/1/2004,2004,324,158,793,494
12/2/2004,2004,363,158,790,492
12/3/2004,2004,401,157,788,489
12/4/2004,2004,440,157,786,486
12/5/2004,2004,478,156,783,483
12/6/2004,2004,517,156,781,480
12/7/2004,2004,554,155,778,478
12/8/2004,2004,588,155,776,476
12/9/2004,2004,617,145,783,474
12/10/2004,2004,644,131,793,472
12/11/2004,2004,674,122,800,469
12/12/2004,2004,706,110,807,469
12/13/2004,2004,729,106,808,463
12/14/2004,2004,749,102,810,460
12/15/2004,2004,774,100,811,458
12/16/2004,2004,790,98,811,455
12/17/2004,2004,807,96,811,452
12/18/2004,2004,812,94,821,449
12/19/2004,2004,818,92,833,446
12/20/2004,2004,822,90,845,443
12/21/2004,2004,823,89,857,440
12/22/2004,2004,823,88,868,437
12/23/2004,2004,823,87,878,434
12/24/2004,2004,823,86,888,431
12/25/2004,2004,823,85,899,428
12/26/2004,2004,823,83,910,424
12/27/2004,2004,823,81,922,421
12/28/2004,2004,823,79,941,417
12/29/2004,2004,821,77,954,413
12/30/2004,2004,815,75,965,409
12/31/2004,2004,811,73,975,405
1/1/2005,2005,805,71,986,401
1/2/2005,2005,800,69,996,397
1/3/2005,2005,794,67,1007,393
1/4/2005,2005,790,66,1018,389
1/5/2005,2005,792,64,1029,385
1/6/2005,2005,3231,759,3036,2973
1/7/2005,2005,810,62,1049,377
1/8/2005,2005,822,62,1060,373
1/9/2005,2005,829,61,1073,369
1/10/2005,2005,836,61,1086,365
1/11/2005,2005,843,60,1102,361
1/12/2005,2005,850,60,1118,357
1/13/2005,2005,856,59,1134,353
1/14/2005,2005,861,59,1149,349
1/15/2005,2005,867,59,1164,345
1/16/2005,2005,873,59,1179,341
1/17/2005,2005,877,59,1194,337
1/18/2005,2005,878,59,1209,334
1/19/2005,2005,875,58,1225,331
1/20/2005,2005,870,58,1243,327
1/21/2005,2005,864,58,1261,323
1/22/2005,2005,858,58,1279,319
1/23/2005,2005,853,58,1297,315
1/24/2005,2005,850,58,1315,311
1/25/2005,2005,854,57,1333,307
1/26/2005,2005,860,57,1351,303
1/27/2005,2005,864,57,1369,298
1/28/2005,2005,864,57,1387,294
1/29/2005,2005,863,57,1405,290
1/30/2005,2005,861,57,1423,286
1/31/2005,2005,858,57,1440,282
2/1/2005,2005,851,57,1458,275
2/2/2005,2005,843,56,1476,274
2/3/2005,2005,835,56,1494,270
2/4/2005,2005,829,56,1510,266
2/5/2005,2005,825,56,1526,262
2/6/2005,2005,822,56,1542,260
2/7/2005,2005,818,56,1558,258
2/8/2005,2005,815,56,1573,256
2/9/2005,2005,811,55,1588,254
2/10/2005,2005,807,54,1604,252
2/11/2005,2005,799,53,1620,250
2/12/2005,2005,793,52,1635,248
2/13/2005,2005,783,51,1649,246
2/14/2005,2005,771,50,1664,244
2/15/2005,2005,756,49,1679,242
2/16/2005,2005,742,48,1695,240
2/17/2005,2005,729,48,1711,238
2/18/2005,2005,716,47,1727,236
2/19/2005,2005,702,46,1741,233
2/20/2005,2005,689,45,1755,231
2/21/2005,2005,674,44,1769,229
2/22/2005,2005,658,44,1781,227
2/23/2005,2005,633,43,1797,225
2/24/2005,2005,610,42,1813,223
2/25/2005,2005,587,41,1829,220
2/26/2005,2005,563,40,1845,218
2/27/2005,2005,538,40,1860,216
2/28/2005,2005,516,38,1874,214
3/1/2005,2005,495,36,1887,211
3/2/2005,2005,473,35,1900,208
3/3/2005,2005,451,33,1914,205
3/4/2005,2005,429,31,1926,202
3/5/2005,2005,408,29,1938,199
3/6/2005,2005,387,27,1950,196
3/7/2005,2005,368,25,1958,193
3/8/2005,2005,352,23,1964,191
3/9/2005,2005,336,21,1970,189
3/10/2005,2005,323,19,1975,187
3/11/2005,2005,311,17,1979,184
3/12/2005,2005,301,15,1982,182
3/13/2005,2005,288,13,1982,180
3/14/2005,2005,279,12,1982,178
3/15/2005,2005,268,10,1982,176
3/16/2005,2005,259,9,1983,173
3/17/2005,2005,251,7,1980,171
3/18/2005,2005,243,5,1977,169
3/19/2005,2005,236,3,1973,167
3/20/2005,2005,230,2,1968,165
3/21/2005,2005,225,1,1963,163
3/22/2005,2005,223,0,1955,160
3/23/2005,2005,223,0,1947,157
3/24/2005,2005,222,0,1939,154
3/25/2005,2005,221,0,1931,151
3/26/2005,2005,220,0,1923,148
3/27/2005,2005,219,0,1915,145
3/28/2005,2005,218,0,1907,142
3/29/2005,2005,218,0,1899,139
3/30/2005,2005,217,0,1891,136
3/31/2005,2005,216,0,1883,133
4/1/2005,2005,215,0,1873,129
4/2/2005,2005,214,0,1864,126
4/3/2005,2005,213,0,1855,123
4/4/2005,2005,213,0,1846,120
4/5/2005,2005,215,0,1837,126
4/6/2005,2005,236,0,1870,170
4/7/2005,2005,236,0,1861,177
4/8/2005,2005,258,0,1852,177
4/9/2005,2005,257,0,1843,175
4/10/2005,2005,256,0,1834,173
4/11/2005,2005,255,0,1825,170
4/12/2005,2005,254,0,1816,170
4/13/2005,2005,253,0,1807,168
4/14/2005,2005,252,0,1794,166
4/15/2005,2005,251,0,1784,164
4/16/2005,2005,251,0,1775,162
4/17/2005,2005,250,0,1766,160
4/18/2005,2005,249,0,1757,158
4/19/2005,2005,248,0,1748,156
4/20/2005,2005,247,0,1739,154
4/21/2005,2005,246,0,1730,152
4/22/2005,2005,245,0,1721,150
4/23/2005,2005,244,0,1712,148
4/24/2005,2005,243,0,1703,146
4/25/2005,2005,243,0,1694,143
4/26/2005,2005,242,0,1685,141
4/27/2005,2005,241,0,1676,139
4/28/2005,2005,240,0,1667,137
4/29/2005,2005,239,0,1658,135
4/30/2005,2005,237,0,1649,133
5/1/2005,2005,236,0,1640,131
5/2/2005,2005,238,0,1631,129
5/3/2005,2005,236,0,1622,127
5/4/2005,2005,235,0,1613,125
5/5/2005,2005,233,0,1604,123
5/6/2005,2005,231,0,1595,121
5/7/2005,2005,231,0,1586,119
5/8/2005,2005,229,0,1577,117
5/9/2005,2005,228,0,1568,115
5/10/2005,2005,226,0,1559,113
5/11/2005,2005,224,0,1550,110
5/12/2005,2005,223,0,1541,108
5/13/2005,2005,221,0,1532,106
5/14/2005,2005,219,0,1523,104
5/15/2005,2005,218,0,1514,102
5/16/2005,2005,216,0,1505,100
5/17/2005,2005,214,0,1496,98
5/18/2005,2005,213,0,1487,96
5/19/2005,2005,210,0,1478,94
5/20/2005,2005,208,0,1469,92
5/21/2005,2005,205,0,1460,90
5/22/2005,2005,203,0,1451,88
5/23/2005,2005,200,0,1442,86
5/24/2005,2005,198,0,1433,84
5/25/2005,2005,196,0,1424,82
5/26/2005,2005,193,0,1415,80
5/27/2005,2005,191,0,1406,78
5/28/2005,2005,189,0,1397,76
5/29/2005,2005,186,0,1388,74
5/30/2005,2005,184,0,1379,72
5/31/2005,2005,182,0,1370,70
6/1/2005,2005,180,0,1361,68
6/2/2005,2005,177,0,1352,66
6/3/2005,2005,175,0,1343,64
6/4/2005,2005,174,0,1334,62
6/5/2005,2005,172,0,1325,60
6/6/2005,2005,169,0,1316,58
6/7/2005,2005,167,0,1307,56
6/8/2005,2005,165,0,1298,54
6/9/2005,2005,164,0,1289,54
6/10/2005,2005,1177,427,1794,1908
6/11/2005,2005,1153,425,1797,1900
6/12/2005,2005,1130,423,1800,1892
6/13/2005,2005,156,0,1253,48
6/14/2005,2005,154,0,1244,47
6/15/2005,2005,152,0,1235,46
6/16/2005,2005,150,0,1226,45
6/17/2005,2005,148,0,1217,44
6/18/2005,2005,146,0,1208,44
6/19/2005,2005,144,0,1199,42
6/20/2005,2005,142,0,1190,41
6/21/2005,2005,143,0,1181,40
6/22/2005,2005,142,0,1172,39
6/23/2005,2005,141,0,1163,38
6/24/2005,2005,139,0,1154,37
6/25/2005,2005,137,0,1145,36
6/26/2005,2005,135,0,1136,35
6/27/2005,2005,133,0,1127,34
6/28/2005,2005,132,0,1118,33
6/29/2005,2005,130,0,1109,32
6/30/2005,2005,128,0,1100,31
7/1/2005,2005,126,0,1091,30
7/2/2005,2005,125,0,1082,29
7/3/2005,2005,123,0,1073,28
7/4/2005,2005,121,0,1064,27
7/5/2005,2005,120,0,1055,26
7/6/2005,2005,119,0,1046,25
7/7/2005,2005,117,0,1037,24
7/8/2005,2005,115,0,1028,23
7/9/2005,2005,114,0,1019,22
7/10/2005,2005,112,0,1010,21
7/11/2005,2005,111,0,1001,20
7/12/2005,2005,109,0,992,19
7/13/2005,2005,108,0,983,18
7/14/2005,2005,106,0,974,17
7/15/2005,2005,105,0,965,16
7/16/2005,2005,104,0,956,15
7/17/2005,2005,102,0,947,14
7/18/2005,2005,101,0,938,13
7/19/2005,2005,100,0,929,12
7/20/2005,2005,99,0,920,11
7/21/2005,2005,100,0,911,15
7/22/2005,2005,98,0,902,14
7/23/2005,2005,97,0,893,13
7/24/2005,2005,96,0,893,13
7/25/2005,2005,95,0,886,12
7/26/2005,2005,94,0,877,11
7/27/2005,2005,93,0,868,10
7/28/2005,2005,92,0,859,9
7/29/2005,2005,92,0,850,9
7/30/2005,2005,91,0,841,8
7/31/2005,2005,90,0,832,7
8/1/2005,2005,89,0,823,6
8/2/2005,2005,88,0,814,5
8/3/2005,2005,87,0,805,4
8/4/2005,2005,87,0,796,3
8/5/2005,2005,86,0,787,2
8/6/2005,2005,85,0,778,0
8/7/2005,2005,84,0,769,0
8/8/2005,2005,84,0,760,0
8/9/2005,2005,83,0,751,0
8/10/2005,2005,82,0,742,0
8/11/2005,2005,82,0,733,0
8/12/2005,2005,81,0,724,0
8/13/2005,2005,80,0,715,0
8/14/2005,2005,79,0,706,0
8/15/2005,2005,81,0,697,0
8/16/2005,2005,82,0,688,0
8/17/2005,2005,83,0,680,0
8/18/2005,2005,83,0,671,0
8/19/2005,2005,82,0,662,0
8/20/2005,2005,81,0,653,0
8/21/2005,2005,81,0,644,0
8/22/2005,2005,80,0,635,0
8/23/2005,2005,79,0,626,0
8/24/2005,2005,79,0,617,0
8/25/2005,2005,78,0,608,0
8/26/2005,2005,84,0,599,0
8/27/2005,2005,83,0,590,0
8/28/2005,2005,82,0,581,0
8/29/2005,2005,82,0,572,0
8/30/2005,2005,81,0,563,0
8/31/2005,2005,80,0,554,0
9/1/2005,2005,79,0,545,0
9/2/2005,2005,79,0,536,0
9/3/2005,2005,78,0,527,0
9/4/2005,2005,73,0,518,0
9/5/2005,2005,65,0,514,0
9/6/2005,2005,57,0,509,0
9/7/2005,2005,52,0,505,0
9/8/2005,2005,50,0,501,0
9/9/2005,2005,46,0,497,0
9/10/2005,2005,40,0,493,8
9/11/2005,2005,36,0,492,15
9/12/2005,2005,33,0,492,15
9/13/2005,2005,29,0,490,15
9/14/2005,2005,25,0,486,15
9/15/2005,2005,22,0,482,14
9/16/2005,2005,18,0,478,13
9/17/2005,2005,15,0,474,12
9/18/2005,2005,12,0,469,11
9/19/2005,2005,10,0,464,10
9/20/2005,2005,9,0,458,9
9/21/2005,2005,9,0,451,8
9/22/2005,2005,9,0,444,7
9/23/2005,2005,10,0,439,6
9/24/2005,2005,10,0,432,5
9/25/2005,2005,15,0,427,11
9/26/2005,2005,15,0,422,11
9/27/2005,2005,15,0,417,10
9/28/2005,2005,17,0,412,9
9/29/2005,2005,18,0,407,8
9/30/2005,2005,18,0,402,9
10/1/2005,2005,18,0,397,9
10/2/2005,2005,18,0,392,9
10/3/2005,2005,18,0,387,8
10/4/2005,2005,18,0,382,7
10/5/2005,2005,18,0,377,6
10/6/2005,2005,18,0,372,5
10/7/2005,2005,18,0,367,4
10/8/2005,2005,18,0,362,3
10/9/2005,2005,18,0,357,2
10/10/2005,2005,18,0,352,1
10/11/2005,2005,18,0,348,1
10/12/2005,2005,21,0,348,16
10/13/2005,2005,37,0,351,33
10/14/2005,2005,104,0,499,123
10/15/2005,2005,177,0,532,152
10/16/2005,2005,221,0,532,163
10/17/2005,2005,251,0,530,163
10/18/2005,2005,281,0,525,163
10/19/2005,2005,322,0,529,170
10/20/2005,2005,373,32,539,188
10/21/2005,2005,433,32,537,206
10/22/2005,2005,503,32,535,218
10/23/2005,2005,572,45,565,233
10/24/2005,2005,643,78,587,250
10/25/2005,2005,709,94,615,271
10/26/2005,2005,790,111,680,305
10/27/2005,2005,874,139,783,386
10/28/2005,2005,1211,361,1446,836
10/29/2005,2005,1426,462,1504,1075
10/30/2005,2005,1487,523,1540,1177
10/31/2005,2005,1539,550,1550,1235
11/1/2005,2005,1582,569,1570,1259
11/2/2005,2005,1622,584,1580,1259
11/3/2005,2005,1653,596,1584,1268
11/4/2005,2005,1693,596,1580,1284
11/5/2005,2005,1739,617,1709,1310
11/6/2005,2005,1786,631,1721,1371
11/7/2005,2005,1955,726,1953,1739
11/8/2005,2005,2161,745,2117,2080
11/9/2005,2005,2268,756,2257,2387
11/10/2005,2005,2351,732,2386,2591
11/11/2005,2005,2384,676,2481,2690
11/12/2005,2005,2424,658,2532,2728
11/13/2005,2005,2444,647,2567,2753
11/14/2005,2005,2455,651,2567,2753
11/15/2005,2005,2466,654,2565,2753
11/16/2005,2005,2478,654,2563,2753
11/17/2005,2005,2489,654,2552,2753
11/18/2005,2005,2501,652,2542,2753
11/19/2005,2005,2518,651,2530,2750
11/20/2005,2005,2527,649,2518,2746
11/21/2005,2005,2550,647,2506,2743
11/22/2005,2005,2609,654,2567,2817
11/23/2005,2005,2755,674,2616,2908
11/24/2005,2005,2886,765,2794,2986
11/25/2005,2005,2826,784,2930,2986
11/26/2005,2005,2842,804,3074,3031
11/27/2005,2005,2823,782,3139,2908
11/28/2005,2005,2823,794,3104,2908
11/29/2005,2005,2829,797,3074,2908
11/30/2005,2005,2829,797,3052,2908
12/1/2005,2005,2826,797,3052,2908
12/2/2005,2005,3002,797,3052,2908
12/3/2005,2005,3015,831,3262,3120
12/4/2005,2005,2982,881,3262,3080
12/5/2005,2005,2999,832,3074,3013
12/6/2005,2005,3018,832,2966,2960
12/7/2005,2005,3054,832,2930,2960
12/8/2005,2005,2915,832,2936,2934
12/9/2005,2005,2823,832,2936,2830
12/10/2005,2005,2823,840,2892,2640
12/11/2005,2005,2877,810,2924,2703
12/12/2005,2005,2950,771,2996,2740
12/13/2005,2005,3090,881,3166,2843
12/14/2005,2005,3090,881,3062,2973
12/15/2005,2005,3073,881,3032,2986
12/16/2005,2005,3104,881,3052,3040
12/17/2005,2005,3124,881,3062,3053
12/18/2005,2005,3114,881,3078,3040
12/19/2005,2005,2902,792,2956,2866
12/20/2005,2005,2937,806,2914,2804
12/21/2005,2005,2986,824,2944,2855
12/22/2005,2005,3028,812,2992,2908
12/23/2005,2005,3054,800,3052,2947
12/24/2005,2005,3087,788,3088,2960
12/25/2005,2005,3093,760,3150,2973
12/26/2005,2005,3104,748,3176,2986
12/27/2005,2005,3118,760,3176,2986
12/28/2005,2005,3131,755,3176,2986
12/29/2005,2005,3148,760,3160,2986
12/30/2005,2005,3205,763,3147,2986
12/31/2005,2005,3231,764,3131,2986
1/1/2006,2006,3231,763,3116,2986
1/2/2006,2006,3231,762,3100,2986
1/3/2006,2006,3231,760,3084,2986
1/4/2006,2006,3231,759,3068,2973
1/5/2006,2006,3231,759,3052,2973
1/6/2006,2006,3231,759,3036,2973
1/7/2006,2006,3231,758,3020,2973
1/8/2006,2006,3231,757,3004,2973
1/9/2006,2006,3231,757,2988,2973
1/10/2006,2006,3231,757,2972,2973
1/11/2006,2006,3231,755,2956,2973
1/12/2006,2006,3231,754,2940,2960
1/13/2006,2006,3231,754,2924,2960
1/14/2006,2006,3231,753,2908,2960
1/15/2006,2006,3231,752,2892,2960
1/16/2006,2006,3231,751,2876,2960
1/17/2006,2006,3231,750,2860,2960
1/18/2006,2006,3231,749,2845,2947
1/19/2006,2006,3231,747,2829,2947
